# Program:featureCounts v2.0.8; Command:"featureCounts" "-T" "4" "-p" "--countReadPairs" "-t" "gene" "-g" "ID" "-a" "reference/annotation/NK01067.gff" "-o" "results/counts_SRR35308234_pairs.txt" "results/alignment/SRR35308234.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	results/alignment/SRR35308234.sorted.bam
gene-M8Y62_04900	CP097651.1	986882	988222	+	1341	474
gene-M8Y62_04905	CP097651.1	988240	989580	+	1341	727
gene-M8Y62_04910	CP097651.1	989653	990792	+	1140	395
gene-M8Y62_04915	CP097651.1	990950	993700	-	2751	1033
gene-M8Y62_04920	CP097651.1	993814	995118	+	1305	1076
gene-M8Y62_04925	CP097651.1	995240	997477	+	2238	2317
gene-M8Y62_04930	CP097651.1	997589	998380	+	792	476
gene-M8Y62_04935	CP097651.1	998661	1000298	+	1638	7355
gene-M8Y62_04940	CP097651.1	1000380	1001678	+	1299	14468
gene-M8Y62_04945	CP097651.1	1001743	1002852	-	1110	22
gene-M8Y62_04950	CP097651.1	1003328	1003999	+	672	1469
gene-M8Y62_04955	CP097651.1	1004040	1004405	-	366	209
gene-M8Y62_04960	CP097651.1	1004722	1006521	+	1800	84
gene-M8Y62_04965	CP097651.1	1006521	1008233	+	1713	186
gene-M8Y62_04970	CP097651.1	1008332	1009066	+	735	121
gene-M8Y62_04975	CP097651.1	1009139	1010185	-	1047	631
gene-M8Y62_04980	CP097651.1	1010433	1011839	+	1407	40
gene-M8Y62_04985	CP097651.1	1011849	1012757	+	909	21
gene-M8Y62_04990	CP097651.1	1012767	1014194	+	1428	55
gene-M8Y62_04995	CP097651.1	1014194	1014799	+	606	17
gene-M8Y62_05000	CP097651.1	1014850	1015176	+	327	128
gene-M8Y62_05005	CP097651.1	1015317	1015634	+	318	895
gene-M8Y62_05010	CP097651.1	1015654	1016364	+	711	487
gene-M8Y62_05015	CP097651.1	1016364	1016843	+	480	332
gene-M8Y62_05020	CP097651.1	1016840	1017889	+	1050	1452
gene-M8Y62_05025	CP097651.1	1017870	1018631	+	762	1151
gene-M8Y62_05030	CP097651.1	1018625	1019251	+	627	655
gene-M8Y62_05035	CP097651.1	1019377	1020507	+	1131	7222
gene-M8Y62_05040	CP097651.1	1020665	1021657	+	993	8463
gene-M8Y62_05045	CP097651.1	1021710	1022087	-	378	47
gene-M8Y62_05050	CP097651.1	1022084	1023286	-	1203	195
gene-M8Y62_05055	CP097651.1	1023395	1024282	+	888	173
gene-M8Y62_05060	CP097651.1	1024291	1024698	-	408	203
gene-M8Y62_05065	CP097651.1	1024872	1025465	+	594	13
gene-M8Y62_05070	CP097651.1	1025465	1026892	+	1428	38
gene-M8Y62_05075	CP097651.1	1026903	1027139	+	237	28
gene-M8Y62_05080	CP097651.1	1027477	1027629	+	153	285
gene-M8Y62_05085	CP097651.1	1027749	1030310	-	2562	709
gene-M8Y62_05090	CP097651.1	1030464	1031243	-	780	37
gene-M8Y62_05095	CP097651.1	1031236	1032231	-	996	39
gene-M8Y62_05100	CP097651.1	1032231	1033049	-	819	8
gene-M8Y62_05105	CP097651.1	1033046	1034077	-	1032	28
gene-M8Y62_05110	CP097651.1	1034149	1036512	-	2364	53
gene-M8Y62_05115	CP097651.1	1036728	1037021	+	294	11
gene-M8Y62_05120	CP097651.1	1037061	1038770	-	1710	58
gene-M8Y62_05125	CP097651.1	1038806	1039747	-	942	10
gene-M8Y62_05130	CP097651.1	1039932	1040819	+	888	97
gene-M8Y62_05135	CP097651.1	1040886	1041227	+	342	72
gene-M8Y62_05140	CP097651.1	1041294	1042148	-	855	62
gene-M8Y62_05145	CP097651.1	1042142	1042990	-	849	39
gene-M8Y62_05150	CP097651.1	1042987	1043808	-	822	43
gene-M8Y62_05155	CP097651.1	1043805	1044722	-	918	66
gene-M8Y62_05160	CP097651.1	1044901	1045863	-	963	648
gene-M8Y62_05165	CP097651.1	1045920	1046834	-	915	27
gene-M8Y62_05170	CP097651.1	1046885	1047199	-	315	24
gene-M8Y62_05175	CP097651.1	1047223	1048545	-	1323	60
gene-M8Y62_05180	CP097651.1	1048555	1048869	-	315	4
gene-M8Y62_05185	CP097651.1	1049047	1050318	+	1272	42
gene-M8Y62_05190	CP097651.1	1050581	1051918	+	1338	14
gene-M8Y62_05195	CP097651.1	1051931	1054123	+	2193	48
gene-M8Y62_05200	CP097651.1	1054174	1055574	+	1401	195
gene-M8Y62_05205	CP097651.1	1055628	1057700	-	2073	1856
gene-M8Y62_05210	CP097651.1	1057937	1058947	-	1011	902
gene-M8Y62_05215	CP097651.1	1058944	1060065	-	1122	572
gene-M8Y62_05220	CP097651.1	1060065	1060337	-	273	15
gene-M8Y62_05225	CP097651.1	1060328	1061200	-	873	138
gene-M8Y62_05230	CP097651.1	1061204	1061548	-	345	20
gene-M8Y62_05235	CP097651.1	1061758	1062207	+	450	37
gene-M8Y62_05240	CP097651.1	1062290	1062898	+	609	23
gene-M8Y62_05245	CP097651.1	1062895	1064721	+	1827	73
gene-M8Y62_05250	CP097651.1	1064724	1065647	+	924	81
gene-M8Y62_05255	CP097651.1	1065664	1067373	+	1710	199
gene-M8Y62_05260	CP097651.1	1067383	1067925	+	543	64
gene-M8Y62_05265	CP097651.1	1067925	1068692	+	768	49
gene-M8Y62_05270	CP097651.1	1068689	1069099	+	411	20
gene-M8Y62_05275	CP097651.1	1069092	1069562	+	471	64
gene-M8Y62_05280	CP097651.1	1069559	1069867	-	309	113
gene-M8Y62_05285	CP097651.1	1070049	1071473	-	1425	119
gene-M8Y62_05290	CP097651.1	1071500	1072942	-	1443	95
gene-M8Y62_05295	CP097651.1	1073210	1074223	+	1014	98
gene-M8Y62_05300	CP097651.1	1074360	1074887	+	528	42
gene-M8Y62_05305	CP097651.1	1074896	1077130	+	2235	98
gene-M8Y62_05310	CP097651.1	1077127	1078140	+	1014	68
gene-M8Y62_05315	CP097651.1	1078237	1079370	-	1134	46
gene-M8Y62_05320	CP097651.1	1079367	1080815	-	1449	44
gene-M8Y62_05325	CP097651.1	1081003	1082553	+	1551	72
gene-M8Y62_05330	CP097651.1	1082516	1083481	-	966	79
gene-M8Y62_05335	CP097651.1	1083474	1084247	-	774	126
gene-M8Y62_05340	CP097651.1	1084314	1084673	-	360	16
gene-M8Y62_05345	CP097651.1	1084831	1085610	-	780	223
gene-M8Y62_05350	CP097651.1	1085623	1085985	-	363	40
gene-M8Y62_05355	CP097651.1	1085999	1086979	-	981	163
gene-M8Y62_05360	CP097651.1	1086976	1087539	-	564	150
gene-M8Y62_05365	CP097651.1	1087816	1088895	+	1080	432
gene-M8Y62_05370	CP097651.1	1089235	1089945	+	711	151
gene-M8Y62_05380	CP097651.1	1090829	1091707	+	879	90
gene-M8Y62_05385	CP097651.1	1091847	1092344	+	498	375
gene-M8Y62_05390	CP097651.1	1092435	1093493	+	1059	10607
gene-M8Y62_05395	CP097651.1	1093561	1094061	+	501	357
gene-M8Y62_05400	CP097651.1	1094312	1096939	+	2628	5061
gene-M8Y62_05405	CP097651.1	1097303	1097488	+	186	4263
gene-M8Y62_05410	CP097651.1	1097811	1097903	+	93	44
gene-M8Y62_05415	CP097651.1	1097908	1097984	+	77	783
gene-M8Y62_05420	CP097651.1	1098135	1098211	+	77	170
gene-M8Y62_05425	CP097651.1	1098273	1098349	+	77	246
gene-M8Y62_05430	CP097651.1	1098578	1098654	+	77	217
gene-M8Y62_05435	CP097651.1	1099010	1099324	+	315	1033
gene-M8Y62_05440	CP097651.1	1099450	1100016	+	567	2015
gene-M8Y62_05445	CP097651.1	1100013	1100441	+	429	420
gene-M8Y62_05450	CP097651.1	1100508	1102064	+	1557	1642
gene-M8Y62_05455	CP097651.1	1102221	1102736	+	516	1594
gene-M8Y62_05460	CP097651.1	1102789	1103556	+	768	43
gene-M8Y62_05465	CP097651.1	1103535	1105211	-	1677	96
gene-M8Y62_05470	CP097651.1	1105348	1106883	-	1536	1135
gene-M8Y62_05475	CP097651.1	1106899	1108071	-	1173	1102
gene-M8Y62_05480	CP097651.1	1108197	1108727	-	531	1388
gene-M8Y62_05485	CP097651.1	1108818	1109153	-	336	121
gene-M8Y62_05490	CP097651.1	1109143	1109889	-	747	499
gene-M8Y62_05495	CP097651.1	1110069	1111067	-	999	563
gene-M8Y62_05500	CP097651.1	1111131	1112198	-	1068	246
gene-M8Y62_05505	CP097651.1	1112191	1113393	-	1203	215
gene-M8Y62_05510	CP097651.1	1113750	1114712	-	963	26
gene-M8Y62_05515	CP097651.1	1114723	1116864	-	2142	106
gene-M8Y62_05520	CP097651.1	1116837	1117247	-	411	19
gene-M8Y62_05525	CP097651.1	1117244	1117489	-	246	8
gene-M8Y62_05530	CP097651.1	1117673	1118104	-	432	27
gene-M8Y62_05535	CP097651.1	1118193	1119545	+	1353	117
gene-M8Y62_05540	CP097651.1	1119689	1120036	-	348	2061
gene-M8Y62_05545	CP097651.1	1120186	1120548	+	363	664
gene-M8Y62_05550	CP097651.1	1120634	1121083	-	450	466
gene-M8Y62_05555	CP097651.1	1121812	1122213	+	402	129
gene-M8Y62_05560	CP097651.1	1122286	1122465	-	180	82
gene-M8Y62_05565	CP097651.1	1122671	1123573	+	903	232
gene-M8Y62_05570	CP097651.1	1123554	1124099	-	546	132
gene-M8Y62_05575	CP097651.1	1124107	1124406	-	300	133
gene-M8Y62_05580	CP097651.1	1124482	1125087	-	606	13
gene-M8Y62_05585	CP097651.1	1125191	1126099	+	909	34
gene-M8Y62_05590	CP097651.1	1126182	1127969	-	1788	50
gene-M8Y62_05595	CP097651.1	1128234	1129754	+	1521	93
gene-M8Y62_05600	CP097651.1	1130455	1131036	+	582	25
gene-M8Y62_05605	CP097651.1	1131231	1131893	+	663	32
gene-M8Y62_05610	CP097651.1	1131930	1134485	+	2556	40
gene-M8Y62_05615	CP097651.1	1134493	1135587	+	1095	19
gene-M8Y62_05620	CP097651.1	1135600	1136628	-	1029	42
gene-M8Y62_05625	CP097651.1	1136631	1139168	-	2538	263
gene-M8Y62_05630	CP097651.1	1139198	1139866	-	669	14
gene-M8Y62_05635	CP097651.1	1139908	1140459	-	552	23
gene-M8Y62_05640	CP097651.1	1140563	1141180	-	618	1
gene-M8Y62_05645	CP097651.1	1141534	1142382	+	849	118
gene-M8Y62_05650	CP097651.1	1142438	1143058	-	621	235
gene-M8Y62_05655	CP097651.1	1143214	1144008	-	795	141
gene-M8Y62_05660	CP097651.1	1144069	1145001	-	933	14
gene-M8Y62_05665	CP097651.1	1145007	1145735	-	729	13
gene-M8Y62_05670	CP097651.1	1145736	1147256	-	1521	27
gene-M8Y62_05675	CP097651.1	1147287	1148090	-	804	31
gene-M8Y62_05680	CP097651.1	1148110	1149177	-	1068	43
gene-M8Y62_05685	CP097651.1	1149174	1150037	-	864	5
gene-M8Y62_05690	CP097651.1	1150048	1150998	-	951	18
gene-M8Y62_05695	CP097651.1	1151114	1152025	+	912	47
gene-M8Y62_05700	CP097651.1	1152221	1152844	-	624	3
gene-M8Y62_05705	CP097651.1	1153022	1154143	-	1122	10
gene-M8Y62_05710	CP097651.1	1154329	1155228	+	900	28
gene-M8Y62_05715	CP097651.1	1155349	1156506	+	1158	10
gene-M8Y62_05720	CP097651.1	1156529	1157449	+	921	66
gene-M8Y62_05725	CP097651.1	1157449	1157808	+	360	0
gene-M8Y62_05730	CP097651.1	1157786	1158769	+	984	4
gene-M8Y62_05735	CP097651.1	1158773	1159564	+	792	15
gene-M8Y62_05740	CP097651.1	1159801	1161003	+	1203	18
gene-M8Y62_05745	CP097651.1	1161201	1162511	+	1311	16
gene-M8Y62_05750	CP097651.1	1162647	1165091	-	2445	28
gene-M8Y62_05755	CP097651.1	1165066	1165689	-	624	4
gene-M8Y62_05760	CP097651.1	1165710	1166804	-	1095	12
gene-M8Y62_05765	CP097651.1	1167007	1167651	+	645	172
gene-M8Y62_05770	CP097651.1	1167663	1168910	-	1248	83
gene-M8Y62_05775	CP097651.1	1169180	1170679	-	1500	66
gene-M8Y62_05780	CP097651.1	1170808	1172265	-	1458	11
gene-M8Y62_05785	CP097651.1	1172486	1173259	+	774	19
gene-M8Y62_05790	CP097651.1	1173280	1174293	+	1014	64
gene-M8Y62_05795	CP097651.1	1174305	1174697	+	393	29
gene-M8Y62_05800	CP097651.1	1174971	1175450	+	480	741
gene-M8Y62_05805	CP097651.1	1175520	1178672	-	3153	52
gene-M8Y62_05810	CP097651.1	1178696	1179871	-	1176	20
gene-M8Y62_05815	CP097651.1	1180204	1180566	+	363	18
gene-M8Y62_05820	CP097651.1	1180577	1181149	-	573	21
gene-M8Y62_05825	CP097651.1	1181361	1182245	+	885	48
gene-M8Y62_05830	CP097651.1	1182370	1183170	+	801	276
gene-M8Y62_05835	CP097651.1	1183450	1183812	-	363	1095738
gene-M8Y62_05840	CP097651.1	1183957	1184439	-	483	2719
gene-M8Y62_05845	CP097651.1	1184589	1185026	+	438	1021
gene-M8Y62_05850	CP097651.1	1185016	1185306	+	291	117
gene-M8Y62_05855	CP097651.1	1185373	1185714	-	342	1755
gene-M8Y62_05860	CP097651.1	1185862	1187523	-	1662	791
gene-M8Y62_05865	CP097651.1	1187610	1188488	-	879	759
gene-M8Y62_05870	CP097651.1	1188613	1189203	+	591	910
gene-M8Y62_05875	CP097651.1	1189323	1190609	-	1287	493
gene-M8Y62_05880	CP097651.1	1190629	1191420	-	792	223
gene-M8Y62_05885	CP097651.1	1191584	1192948	+	1365	4460
gene-M8Y62_05890	CP097651.1	1193208	1193456	+	249	2279
gene-M8Y62_05895	CP097651.1	1193475	1194023	+	549	8948
gene-M8Y62_05900	CP097651.1	1194055	1194822	+	768	9775
gene-M8Y62_05905	CP097651.1	1194862	1195209	+	348	6883
gene-M8Y62_05910	CP097651.1	1195330	1195788	+	459	46
gene-M8Y62_05915	CP097651.1	1195845	1197215	+	1371	43
gene-M8Y62_05920	CP097651.1	1197224	1197706	-	483	61
gene-M8Y62_05925	CP097651.1	1197720	1198943	-	1224	198
gene-M8Y62_05930	CP097651.1	1198936	1199445	-	510	304
gene-M8Y62_05935	CP097651.1	1199788	1200858	+	1071	615
gene-M8Y62_05940	CP097651.1	1200868	1201989	+	1122	527
gene-M8Y62_05945	CP097651.1	1202053	1202925	+	873	684
gene-M8Y62_05950	CP097651.1	1202922	1204082	-	1161	967
gene-M8Y62_05955	CP097651.1	1204183	1204230	-	48	12
gene-M8Y62_05960	CP097651.1	1204337	1204672	-	336	15005
gene-M8Y62_05965	CP097651.1	1204943	1205680	-	738	2928
gene-M8Y62_05970	CP097651.1	1205812	1206792	+	981	913
gene-M8Y62_05975	CP097651.1	1206789	1207520	+	732	758
gene-M8Y62_05980	CP097651.1	1207650	1210223	+	2574	1482
gene-M8Y62_05985	CP097651.1	1210689	1212228	+	1540	10856
gene-M8Y62_05990	CP097651.1	1212314	1212389	+	76	121
gene-M8Y62_05995	CP097651.1	1212580	1215479	+	2900	17033
gene-M8Y62_06000	CP097651.1	1215675	1215790	+	116	488
gene-M8Y62_06005	CP097651.1	1216234	1217532	+	1299	245
gene-M8Y62_06010	CP097651.1	1217536	1217859	-	324	34
gene-M8Y62_06015	CP097651.1	1217901	1219256	-	1356	1762
gene-M8Y62_06020	CP097651.1	1219377	1222028	-	2652	1886
gene-M8Y62_06025	CP097651.1	1222063	1222761	-	699	94
gene-M8Y62_06030	CP097651.1	1222831	1223256	-	426	223
gene-M8Y62_06035	CP097651.1	1223460	1224545	+	1086	769
gene-M8Y62_06040	CP097651.1	1224603	1225292	-	690	311
gene-M8Y62_06045	CP097651.1	1225605	1225988	+	384	14841
gene-M8Y62_06050	CP097651.1	1226034	1227365	-	1332	1195
gene-M8Y62_06055	CP097651.1	1227497	1228234	+	738	279
gene-M8Y62_06060	CP097651.1	1228219	1229838	-	1620	581
gene-M8Y62_06065	CP097651.1	1230259	1230834	+	576	11489
gene-M8Y62_06070	CP097651.1	1230867	1231517	+	651	7795
gene-M8Y62_06075	CP097651.1	1231517	1232473	+	957	1535
gene-M8Y62_06080	CP097651.1	1232470	1232949	+	480	1105
gene-M8Y62_06085	CP097651.1	1233135	1234934	+	1800	3612
gene-M8Y62_06090	CP097651.1	1234950	1235924	+	975	2289
gene-M8Y62_06095	CP097651.1	1236174	1236854	+	681	298
gene-M8Y62_06100	CP097651.1	1236851	1237756	+	906	563
gene-M8Y62_06105	CP097651.1	1237768	1238505	+	738	132
gene-M8Y62_06110	CP097651.1	1238517	1239248	+	732	294
gene-M8Y62_06115	CP097651.1	1239248	1239628	+	381	106
gene-M8Y62_06120	CP097651.1	1239641	1239901	-	261	72
gene-M8Y62_06125	CP097651.1	1239958	1240806	-	849	187
gene-M8Y62_06130	CP097651.1	1241044	1241655	+	612	200
gene-M8Y62_06135	CP097651.1	1241718	1242227	+	510	69
gene-M8Y62_06140	CP097651.1	1242224	1243840	-	1617	146
gene-M8Y62_06145	CP097651.1	1244016	1247903	+	3888	834
gene-M8Y62_06150	CP097651.1	1248494	1249915	+	1422	597
gene-M8Y62_06155	CP097651.1	1249945	1250631	+	687	274
gene-M8Y62_06160	CP097651.1	1250618	1251955	+	1338	562
gene-M8Y62_06165	CP097651.1	1252021	1252359	+	339	1015
gene-M8Y62_06170	CP097651.1	1252434	1253624	-	1191	330
gene-M8Y62_06175	CP097651.1	1253950	1255203	+	1254	1023
gene-M8Y62_06180	CP097651.1	1255259	1255681	-	423	81
gene-M8Y62_06190	CP097651.1	1257063	1260338	+	3276	149
gene-M8Y62_06195	CP097651.1	1260408	1261844	+	1437	89
gene-M8Y62_06200	CP097651.1	1261844	1262677	+	834	132
gene-M8Y62_06205	CP097651.1	1262760	1263896	+	1137	463
gene-M8Y62_06210	CP097651.1	1263893	1265170	-	1278	621
gene-M8Y62_06215	CP097651.1	1265295	1265933	+	639	251
gene-M8Y62_06220	CP097651.1	1265924	1266904	+	981	88
gene-M8Y62_06225	CP097651.1	1267004	1267840	+	837	73
gene-M8Y62_06230	CP097651.1	1267887	1268690	-	804	458
gene-M8Y62_06235	CP097651.1	1268811	1269545	+	735	704
gene-M8Y62_06240	CP097651.1	1269780	1270271	+	492	3900
gene-M8Y62_06245	CP097651.1	1270450	1271664	+	1215	2607
gene-M8Y62_06250	CP097651.1	1271691	1272077	+	387	660
gene-M8Y62_06255	CP097651.1	1272095	1272418	+	324	1394
gene-M8Y62_06260	CP097651.1	1272493	1273008	+	516	131
gene-M8Y62_06265	CP097651.1	1273024	1274874	+	1851	470
gene-M8Y62_06270	CP097651.1	1274876	1275211	+	336	136
gene-M8Y62_06275	CP097651.1	1275213	1275413	+	201	462
gene-M8Y62_06280	CP097651.1	1275484	1276770	+	1287	801
gene-M8Y62_06285	CP097651.1	1276869	1277645	+	777	252
gene-M8Y62_06290	CP097651.1	1277716	1278558	-	843	139
gene-M8Y62_06295	CP097651.1	1278785	1279642	-	858	660
gene-M8Y62_06300	CP097651.1	1279848	1284797	+	4950	3065
gene-M8Y62_06305	CP097651.1	1284798	1287122	+	2325	693
gene-M8Y62_06310	CP097651.1	1287283	1287714	+	432	362
gene-M8Y62_06315	CP097651.1	1288197	1289363	+	1167	1042
gene-M8Y62_06320	CP097651.1	1289640	1290635	+	996	1952
gene-M8Y62_06325	CP097651.1	1290662	1291783	+	1122	921
gene-M8Y62_06330	CP097651.1	1291875	1293149	+	1275	3827
gene-M8Y62_06335	CP097651.1	1293184	1293804	+	621	1843
gene-M8Y62_06340	CP097651.1	1293815	1294993	+	1179	3518
gene-M8Y62_06345	CP097651.1	1295107	1296585	+	1479	3217
gene-M8Y62_06350	CP097651.1	1296703	1297782	+	1080	51
gene-M8Y62_06355	CP097651.1	1297832	1298050	+	219	605
gene-M8Y62_06360	CP097651.1	1298034	1299425	-	1392	677
gene-M8Y62_06365	CP097651.1	1299584	1301050	+	1467	1765
gene-M8Y62_06370	CP097651.1	1301118	1302695	+	1578	2658
gene-M8Y62_06375	CP097651.1	1302887	1304137	+	1251	59
gene-M8Y62_06380	CP097651.1	1304154	1304345	-	192	4
gene-M8Y62_06385	CP097651.1	1304342	1304935	-	594	8
gene-M8Y62_06390	CP097651.1	1304932	1305090	-	159	2
gene-M8Y62_06395	CP097651.1	1305083	1305376	-	294	7
gene-M8Y62_06400	CP097651.1	1305486	1305734	-	249	9
gene-M8Y62_06405	CP097651.1	1305781	1306662	-	882	16
gene-M8Y62_06410	CP097651.1	1306659	1307480	-	822	8
gene-M8Y62_06415	CP097651.1	1307480	1307734	-	255	4
gene-M8Y62_06420	CP097651.1	1307731	1308030	-	300	4
gene-M8Y62_06425	CP097651.1	1308027	1308176	-	150	0
gene-M8Y62_06430	CP097651.1	1308397	1308978	-	582	572
gene-M8Y62_06435	CP097651.1	1309132	1309365	+	234	19
gene-M8Y62_06440	CP097651.1	1309512	1309715	+	204	5
gene-M8Y62_06445	CP097651.1	1309712	1310374	+	663	7
gene-M8Y62_06450	CP097651.1	1310374	1311135	+	762	3
gene-M8Y62_06455	CP097651.1	1311261	1311605	+	345	7
gene-M8Y62_06460	CP097651.1	1311798	1312259	+	462	4
gene-M8Y62_06465	CP097651.1	1312252	1312932	+	681	4
gene-M8Y62_06470	CP097651.1	1312948	1313403	+	456	12
gene-M8Y62_06475	CP097651.1	1313403	1313615	+	213	7
gene-M8Y62_06480	CP097651.1	1313612	1314226	+	615	17
gene-M8Y62_06490	CP097651.1	1314504	1314695	+	192	2
gene-M8Y62_06495	CP097651.1	1314688	1315026	+	339	24
gene-M8Y62_06500	CP097651.1	1315102	1315431	+	330	96
gene-M8Y62_06505	CP097651.1	1315489	1316073	+	585	104
gene-M8Y62_06510	CP097651.1	1316070	1317545	+	1476	48
gene-M8Y62_06515	CP097651.1	1317542	1318333	-	792	64
gene-M8Y62_06520	CP097651.1	1318511	1318756	-	246	15
gene-M8Y62_06525	CP097651.1	1318856	1318932	-	77	7
gene-M8Y62_06530	CP097651.1	1319354	1319557	+	204	4
gene-M8Y62_06535	CP097651.1	1319561	1321240	+	1680	24
gene-M8Y62_06540	CP097651.1	1321237	1321542	+	306	2
gene-M8Y62_06545	CP097651.1	1321545	1322222	+	678	16
gene-M8Y62_06550	CP097651.1	1322235	1323242	+	1008	122
gene-M8Y62_06555	CP097651.1	1323253	1323645	+	393	17
gene-M8Y62_06560	CP097651.1	1323638	1323916	+	279	30
gene-M8Y62_06565	CP097651.1	1323965	1324576	+	612	51
gene-M8Y62_06570	CP097651.1	1324576	1327053	+	2478	80
gene-M8Y62_06575	CP097651.1	1327055	1327525	+	471	25
gene-M8Y62_06580	CP097651.1	1327518	1328015	+	498	15
gene-M8Y62_06585	CP097651.1	1328028	1330526	+	2499	180
gene-M8Y62_06590	CP097651.1	1330523	1332328	+	1806	95
gene-M8Y62_06595	CP097651.1	1332332	1334806	+	2475	265
gene-M8Y62_06600	CP097651.1	1335002	1335298	+	297	174
gene-M8Y62_06605	CP097651.1	1335585	1336130	-	546	1090
gene-M8Y62_06610	CP097651.1	1336518	1336814	-	297	10
gene-M8Y62_06615	CP097651.1	1336966	1339299	+	2334	17
gene-M8Y62_06620	CP097651.1	1339307	1339714	+	408	3
gene-M8Y62_06625	CP097651.1	1339701	1339997	+	297	1
gene-M8Y62_06630	CP097651.1	1339994	1340473	+	480	5
gene-M8Y62_06635	CP097651.1	1340470	1340970	+	501	12
gene-M8Y62_06640	CP097651.1	1341140	1343008	-	1869	175
gene-M8Y62_06645	CP097651.1	1342992	1344170	-	1179	24
gene-M8Y62_06650	CP097651.1	1344464	1345696	-	1233	51
gene-M8Y62_06655	CP097651.1	1345770	1346681	+	912	123
gene-M8Y62_06660	CP097651.1	1346778	1346951	-	174	82
gene-M8Y62_06665	CP097651.1	1347322	1349550	+	2229	236
gene-M8Y62_06670	CP097651.1	1349604	1351136	-	1533	971
gene-M8Y62_06675	CP097651.1	1351140	1353200	-	2061	2484
gene-M8Y62_06680	CP097651.1	1353381	1354022	-	642	104
gene-M8Y62_06685	CP097651.1	1354019	1355056	-	1038	285
gene-M8Y62_06690	CP097651.1	1355320	1356213	+	894	896
gene-M8Y62_06695	CP097651.1	1356223	1357656	+	1434	1167
gene-M8Y62_06700	CP097651.1	1357874	1358500	+	627	483
gene-M8Y62_06705	CP097651.1	1358596	1359882	+	1287	179
gene-M8Y62_06710	CP097651.1	1359981	1360682	+	702	596
gene-M8Y62_06715	CP097651.1	1360679	1361602	-	924	192
gene-M8Y62_06720	CP097651.1	1361731	1362090	-	360	502
gene-M8Y62_06725	CP097651.1	1362100	1363563	-	1464	1787
gene-M8Y62_06730	CP097651.1	1363615	1363731	+	117	10
gene-M8Y62_06735	CP097651.1	1363786	1364847	+	1062	423
gene-M8Y62_06740	CP097651.1	1364908	1365378	-	471	1217
gene-M8Y62_06745	CP097651.1	1365382	1365948	-	567	1344
gene-M8Y62_06750	CP097651.1	1366102	1366980	+	879	3640
gene-M8Y62_06755	CP097651.1	1366997	1368031	+	1035	4052
gene-M8Y62_06760	CP097651.1	1368248	1368961	+	714	1656
gene-M8Y62_06765	CP097651.1	1369081	1369956	+	876	624
gene-M8Y62_06770	CP097651.1	1369966	1371969	+	2004	602
gene-M8Y62_06775	CP097651.1	1372046	1372741	+	696	254
gene-M8Y62_06780	CP097651.1	1372790	1372993	-	204	269
gene-M8Y62_06785	CP097651.1	1373020	1374147	-	1128	477
gene-M8Y62_06790	CP097651.1	1374151	1374504	-	354	66
gene-M8Y62_06795	CP097651.1	1374870	1374929	+	60	77
gene-M8Y62_06800	CP097651.1	1375057	1378170	-	3114	382
gene-M8Y62_06805	CP097651.1	1378543	1380525	+	1983	620
gene-M8Y62_06810	CP097651.1	1380584	1381180	+	597	141
gene-M8Y62_06815	CP097651.1	1381244	1382290	+	1047	332
gene-M8Y62_06820	CP097651.1	1382280	1384274	-	1995	939
gene-M8Y62_06825	CP097651.1	1384291	1385247	-	957	436
gene-M8Y62_06830	CP097651.1	1385542	1387821	+	2280	6551
gene-M8Y62_06835	CP097651.1	1388040	1388375	+	336	32
gene-M8Y62_06840	CP097651.1	1388388	1388867	+	480	39
gene-M8Y62_06845	CP097651.1	1388845	1389534	+	690	78
gene-M8Y62_06850	CP097651.1	1389531	1390337	+	807	65
gene-M8Y62_06855	CP097651.1	1390327	1391343	+	1017	63
gene-M8Y62_06860	CP097651.1	1391382	1391672	+	291	92
gene-M8Y62_06865	CP097651.1	1391801	1392088	+	288	79
gene-M8Y62_06870	CP097651.1	1392100	1393503	+	1404	215
gene-M8Y62_06875	CP097651.1	1393513	1394352	+	840	76
gene-M8Y62_06880	CP097651.1	1394342	1395529	+	1188	82
gene-M8Y62_06885	CP097651.1	1395729	1396961	+	1233	77
gene-M8Y62_06890	CP097651.1	1396958	1398361	+	1404	122
gene-M8Y62_06895	CP097651.1	1398373	1399734	+	1362	142
gene-M8Y62_06900	CP097651.1	1399755	1400654	+	900	50
gene-M8Y62_06905	CP097651.1	1400664	1401323	+	660	99
gene-M8Y62_06910	CP097651.1	1401335	1401820	+	486	55
gene-M8Y62_06915	CP097651.1	1401866	1402918	+	1053	111
gene-M8Y62_06920	CP097651.1	1402962	1403861	-	900	497
gene-M8Y62_06925	CP097651.1	1403861	1404733	-	873	1189
gene-M8Y62_06930	CP097651.1	1404945	1405370	+	426	165
gene-M8Y62_06935	CP097651.1	1405357	1405806	+	450	66
gene-M8Y62_06940	CP097651.1	1405868	1406443	+	576	370
gene-M8Y62_06945	CP097651.1	1406538	1407437	+	900	4171
gene-M8Y62_06955	CP097651.1	1408077	1409093	+	1017	62
gene-M8Y62_06960	CP097651.1	1409093	1409926	+	834	42
gene-M8Y62_06965	CP097651.1	1409926	1410801	+	876	23
gene-M8Y62_06970	CP097651.1	1410791	1411885	+	1095	53
gene-M8Y62_06975	CP097651.1	1412004	1412915	+	912	371
