# Program:featureCounts v2.0.8; Command:"featureCounts" "-T" "4" "-p" "--countReadPairs" "-t" "gene" "-g" "ID" "-a" "reference/annotation/NK01067.gff" "-o" "results/counts_SRR35308233_pairs.txt" "results/alignment/SRR35308233.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	results/alignment/SRR35308233.sorted.bam
gene-M8Y62_05850	CP097651.1	1185016	1185306	+	291	100
gene-M8Y62_05855	CP097651.1	1185373	1185714	-	342	1500
gene-M8Y62_05860	CP097651.1	1185862	1187523	-	1662	757
gene-M8Y62_05865	CP097651.1	1187610	1188488	-	879	673
gene-M8Y62_05870	CP097651.1	1188613	1189203	+	591	922
gene-M8Y62_05875	CP097651.1	1189323	1190609	-	1287	333
gene-M8Y62_05880	CP097651.1	1190629	1191420	-	792	158
gene-M8Y62_05885	CP097651.1	1191584	1192948	+	1365	3776
gene-M8Y62_05890	CP097651.1	1193208	1193456	+	249	2220
gene-M8Y62_05895	CP097651.1	1193475	1194023	+	549	8958
gene-M8Y62_05900	CP097651.1	1194055	1194822	+	768	10431
gene-M8Y62_05905	CP097651.1	1194862	1195209	+	348	7487
gene-M8Y62_05910	CP097651.1	1195330	1195788	+	459	32
gene-M8Y62_05915	CP097651.1	1195845	1197215	+	1371	41
gene-M8Y62_05920	CP097651.1	1197224	1197706	-	483	81
gene-M8Y62_05925	CP097651.1	1197720	1198943	-	1224	224
gene-M8Y62_05930	CP097651.1	1198936	1199445	-	510	269
gene-M8Y62_05935	CP097651.1	1199788	1200858	+	1071	604
gene-M8Y62_05940	CP097651.1	1200868	1201989	+	1122	448
gene-M8Y62_05945	CP097651.1	1202053	1202925	+	873	592
gene-M8Y62_05950	CP097651.1	1202922	1204082	-	1161	844
gene-M8Y62_05955	CP097651.1	1204183	1204230	-	48	10
gene-M8Y62_05960	CP097651.1	1204337	1204672	-	336	14834
gene-M8Y62_05965	CP097651.1	1204943	1205680	-	738	2655
gene-M8Y62_05970	CP097651.1	1205812	1206792	+	981	808
gene-M8Y62_05975	CP097651.1	1206789	1207520	+	732	664
gene-M8Y62_05980	CP097651.1	1207650	1210223	+	2574	1274
gene-M8Y62_05985	CP097651.1	1210689	1212228	+	1540	8423
gene-M8Y62_05990	CP097651.1	1212314	1212389	+	76	105
gene-M8Y62_05995	CP097651.1	1212580	1215479	+	2900	12796
gene-M8Y62_06000	CP097651.1	1215675	1215790	+	116	484
gene-M8Y62_06005	CP097651.1	1216234	1217532	+	1299	311
gene-M8Y62_06010	CP097651.1	1217536	1217859	-	324	38
gene-M8Y62_06015	CP097651.1	1217901	1219256	-	1356	1531
gene-M8Y62_06020	CP097651.1	1219377	1222028	-	2652	1644
gene-M8Y62_06025	CP097651.1	1222063	1222761	-	699	83
gene-M8Y62_06030	CP097651.1	1222831	1223256	-	426	229
gene-M8Y62_06035	CP097651.1	1223460	1224545	+	1086	670
gene-M8Y62_06040	CP097651.1	1224603	1225292	-	690	274
gene-M8Y62_06045	CP097651.1	1225605	1225988	+	384	14595
gene-M8Y62_06050	CP097651.1	1226034	1227365	-	1332	1062
gene-M8Y62_06055	CP097651.1	1227497	1228234	+	738	227
gene-M8Y62_06060	CP097651.1	1228219	1229838	-	1620	525
gene-M8Y62_06065	CP097651.1	1230259	1230834	+	576	11206
gene-M8Y62_06070	CP097651.1	1230867	1231517	+	651	7463
gene-M8Y62_06075	CP097651.1	1231517	1232473	+	957	1480
gene-M8Y62_06080	CP097651.1	1232470	1232949	+	480	1158
gene-M8Y62_06085	CP097651.1	1233135	1234934	+	1800	3568
gene-M8Y62_06090	CP097651.1	1234950	1235924	+	975	2392
gene-M8Y62_06095	CP097651.1	1236174	1236854	+	681	257
gene-M8Y62_06100	CP097651.1	1236851	1237756	+	906	500
gene-M8Y62_06105	CP097651.1	1237768	1238505	+	738	127
gene-M8Y62_06110	CP097651.1	1238517	1239248	+	732	295
gene-M8Y62_06115	CP097651.1	1239248	1239628	+	381	75
gene-M8Y62_06120	CP097651.1	1239641	1239901	-	261	59
gene-M8Y62_06125	CP097651.1	1239958	1240806	-	849	203
gene-M8Y62_06130	CP097651.1	1241044	1241655	+	612	170
gene-M8Y62_06135	CP097651.1	1241718	1242227	+	510	65
gene-M8Y62_06140	CP097651.1	1242224	1243840	-	1617	112
gene-M8Y62_06145	CP097651.1	1244016	1247903	+	3888	686
gene-M8Y62_06150	CP097651.1	1248494	1249915	+	1422	513
gene-M8Y62_06155	CP097651.1	1249945	1250631	+	687	221
gene-M8Y62_06160	CP097651.1	1250618	1251955	+	1338	489
gene-M8Y62_06165	CP097651.1	1252021	1252359	+	339	988
gene-M8Y62_06170	CP097651.1	1252434	1253624	-	1191	305
gene-M8Y62_06175	CP097651.1	1253950	1255203	+	1254	994
gene-M8Y62_06180	CP097651.1	1255259	1255681	-	423	79
gene-M8Y62_06190	CP097651.1	1257063	1260338	+	3276	140
gene-M8Y62_06195	CP097651.1	1260408	1261844	+	1437	87
gene-M8Y62_06200	CP097651.1	1261844	1262677	+	834	116
gene-M8Y62_06205	CP097651.1	1262760	1263896	+	1137	399
gene-M8Y62_06210	CP097651.1	1263893	1265170	-	1278	453
gene-M8Y62_06215	CP097651.1	1265295	1265933	+	639	245
gene-M8Y62_06220	CP097651.1	1265924	1266904	+	981	105
gene-M8Y62_06225	CP097651.1	1267004	1267840	+	837	78
gene-M8Y62_06230	CP097651.1	1267887	1268690	-	804	416
gene-M8Y62_06235	CP097651.1	1268811	1269545	+	735	565
gene-M8Y62_06240	CP097651.1	1269780	1270271	+	492	3644
gene-M8Y62_06245	CP097651.1	1270450	1271664	+	1215	2439
gene-M8Y62_06250	CP097651.1	1271691	1272077	+	387	642
gene-M8Y62_06255	CP097651.1	1272095	1272418	+	324	1552
gene-M8Y62_06260	CP097651.1	1272493	1273008	+	516	162
gene-M8Y62_06265	CP097651.1	1273024	1274874	+	1851	423
gene-M8Y62_06270	CP097651.1	1274876	1275211	+	336	111
gene-M8Y62_06275	CP097651.1	1275213	1275413	+	201	430
gene-M8Y62_06280	CP097651.1	1275484	1276770	+	1287	777
gene-M8Y62_06285	CP097651.1	1276869	1277645	+	777	290
gene-M8Y62_06290	CP097651.1	1277716	1278558	-	843	125
gene-M8Y62_06295	CP097651.1	1278785	1279642	-	858	667
gene-M8Y62_06300	CP097651.1	1279848	1284797	+	4950	2608
gene-M8Y62_06305	CP097651.1	1284798	1287122	+	2325	616
gene-M8Y62_06310	CP097651.1	1287283	1287714	+	432	305
gene-M8Y62_06315	CP097651.1	1288197	1289363	+	1167	860
gene-M8Y62_06320	CP097651.1	1289640	1290635	+	996	1595
gene-M8Y62_06325	CP097651.1	1290662	1291783	+	1122	730
gene-M8Y62_06330	CP097651.1	1291875	1293149	+	1275	3388
gene-M8Y62_06335	CP097651.1	1293184	1293804	+	621	1621
gene-M8Y62_06340	CP097651.1	1293815	1294993	+	1179	3112
gene-M8Y62_06345	CP097651.1	1295107	1296585	+	1479	3176
gene-M8Y62_06350	CP097651.1	1296703	1297782	+	1080	35
gene-M8Y62_06355	CP097651.1	1297832	1298050	+	219	627
gene-M8Y62_06360	CP097651.1	1298034	1299425	-	1392	610
gene-M8Y62_06365	CP097651.1	1299584	1301050	+	1467	1434
gene-M8Y62_06370	CP097651.1	1301118	1302695	+	1578	2393
gene-M8Y62_06375	CP097651.1	1302887	1304137	+	1251	60
gene-M8Y62_06380	CP097651.1	1304154	1304345	-	192	3
gene-M8Y62_06385	CP097651.1	1304342	1304935	-	594	9
gene-M8Y62_06390	CP097651.1	1304932	1305090	-	159	0
gene-M8Y62_06395	CP097651.1	1305083	1305376	-	294	6
gene-M8Y62_06400	CP097651.1	1305486	1305734	-	249	12
gene-M8Y62_06405	CP097651.1	1305781	1306662	-	882	18
gene-M8Y62_06410	CP097651.1	1306659	1307480	-	822	17
gene-M8Y62_06415	CP097651.1	1307480	1307734	-	255	8
gene-M8Y62_06420	CP097651.1	1307731	1308030	-	300	8
gene-M8Y62_06425	CP097651.1	1308027	1308176	-	150	1
gene-M8Y62_06430	CP097651.1	1308397	1308978	-	582	498
gene-M8Y62_06435	CP097651.1	1309132	1309365	+	234	10
gene-M8Y62_06440	CP097651.1	1309512	1309715	+	204	4
gene-M8Y62_06445	CP097651.1	1309712	1310374	+	663	25
gene-M8Y62_06450	CP097651.1	1310374	1311135	+	762	6
gene-M8Y62_06455	CP097651.1	1311261	1311605	+	345	4
gene-M8Y62_06460	CP097651.1	1311798	1312259	+	462	7
gene-M8Y62_06465	CP097651.1	1312252	1312932	+	681	9
gene-M8Y62_06470	CP097651.1	1312948	1313403	+	456	7
gene-M8Y62_06475	CP097651.1	1313403	1313615	+	213	2
gene-M8Y62_06480	CP097651.1	1313612	1314226	+	615	16
gene-M8Y62_06490	CP097651.1	1314504	1314695	+	192	2
gene-M8Y62_06495	CP097651.1	1314688	1315026	+	339	16
gene-M8Y62_06500	CP097651.1	1315102	1315431	+	330	90
gene-M8Y62_06505	CP097651.1	1315489	1316073	+	585	112
gene-M8Y62_06510	CP097651.1	1316070	1317545	+	1476	60
gene-M8Y62_06515	CP097651.1	1317542	1318333	-	792	42
gene-M8Y62_06520	CP097651.1	1318511	1318756	-	246	18
gene-M8Y62_06525	CP097651.1	1318856	1318932	-	77	15
gene-M8Y62_06530	CP097651.1	1319354	1319557	+	204	0
gene-M8Y62_06535	CP097651.1	1319561	1321240	+	1680	21
gene-M8Y62_06540	CP097651.1	1321237	1321542	+	306	3
gene-M8Y62_06545	CP097651.1	1321545	1322222	+	678	15
gene-M8Y62_06550	CP097651.1	1322235	1323242	+	1008	96
gene-M8Y62_06555	CP097651.1	1323253	1323645	+	393	25
gene-M8Y62_06560	CP097651.1	1323638	1323916	+	279	13
gene-M8Y62_06565	CP097651.1	1323965	1324576	+	612	36
gene-M8Y62_06570	CP097651.1	1324576	1327053	+	2478	107
gene-M8Y62_06575	CP097651.1	1327055	1327525	+	471	20
gene-M8Y62_06580	CP097651.1	1327518	1328015	+	498	12
gene-M8Y62_06585	CP097651.1	1328028	1330526	+	2499	219
gene-M8Y62_06590	CP097651.1	1330523	1332328	+	1806	110
gene-M8Y62_06595	CP097651.1	1332332	1334806	+	2475	195
gene-M8Y62_06600	CP097651.1	1335002	1335298	+	297	197
gene-M8Y62_06605	CP097651.1	1335585	1336130	-	546	961
gene-M8Y62_06610	CP097651.1	1336518	1336814	-	297	18
gene-M8Y62_06615	CP097651.1	1336966	1339299	+	2334	31
gene-M8Y62_06620	CP097651.1	1339307	1339714	+	408	5
gene-M8Y62_06625	CP097651.1	1339701	1339997	+	297	0
gene-M8Y62_06630	CP097651.1	1339994	1340473	+	480	10
gene-M8Y62_06635	CP097651.1	1340470	1340970	+	501	15
gene-M8Y62_06640	CP097651.1	1341140	1343008	-	1869	170
gene-M8Y62_06645	CP097651.1	1342992	1344170	-	1179	12
gene-M8Y62_06650	CP097651.1	1344464	1345696	-	1233	64
gene-M8Y62_06655	CP097651.1	1345770	1346681	+	912	131
gene-M8Y62_06660	CP097651.1	1346778	1346951	-	174	71
gene-M8Y62_06665	CP097651.1	1347322	1349550	+	2229	218
gene-M8Y62_06670	CP097651.1	1349604	1351136	-	1533	848
gene-M8Y62_06675	CP097651.1	1351140	1353200	-	2061	2070
gene-M8Y62_06680	CP097651.1	1353381	1354022	-	642	99
gene-M8Y62_06685	CP097651.1	1354019	1355056	-	1038	187
gene-M8Y62_06690	CP097651.1	1355320	1356213	+	894	837
gene-M8Y62_06695	CP097651.1	1356223	1357656	+	1434	1051
gene-M8Y62_06700	CP097651.1	1357874	1358500	+	627	408
gene-M8Y62_06705	CP097651.1	1358596	1359882	+	1287	165
gene-M8Y62_06710	CP097651.1	1359981	1360682	+	702	549
gene-M8Y62_06715	CP097651.1	1360679	1361602	-	924	150
gene-M8Y62_06720	CP097651.1	1361731	1362090	-	360	450
gene-M8Y62_06725	CP097651.1	1362100	1363563	-	1464	1583
gene-M8Y62_06730	CP097651.1	1363615	1363731	+	117	8
gene-M8Y62_06735	CP097651.1	1363786	1364847	+	1062	414
gene-M8Y62_06740	CP097651.1	1364908	1365378	-	471	1123
gene-M8Y62_06745	CP097651.1	1365382	1365948	-	567	1190
gene-M8Y62_06750	CP097651.1	1366102	1366980	+	879	3354
gene-M8Y62_06755	CP097651.1	1366997	1368031	+	1035	4012
gene-M8Y62_06760	CP097651.1	1368248	1368961	+	714	1518
gene-M8Y62_06765	CP097651.1	1369081	1369956	+	876	594
gene-M8Y62_06770	CP097651.1	1369966	1371969	+	2004	519
gene-M8Y62_06775	CP097651.1	1372046	1372741	+	696	218
gene-M8Y62_06780	CP097651.1	1372790	1372993	-	204	205
gene-M8Y62_06785	CP097651.1	1373020	1374147	-	1128	482
gene-M8Y62_06790	CP097651.1	1374151	1374504	-	354	87
gene-M8Y62_06795	CP097651.1	1374870	1374929	+	60	73
gene-M8Y62_06800	CP097651.1	1375057	1378170	-	3114	370
gene-M8Y62_06805	CP097651.1	1378543	1380525	+	1983	570
gene-M8Y62_06810	CP097651.1	1380584	1381180	+	597	133
gene-M8Y62_06815	CP097651.1	1381244	1382290	+	1047	269
gene-M8Y62_06820	CP097651.1	1382280	1384274	-	1995	566
gene-M8Y62_06825	CP097651.1	1384291	1385247	-	957	312
gene-M8Y62_06830	CP097651.1	1385542	1387821	+	2280	6252
gene-M8Y62_06835	CP097651.1	1388040	1388375	+	336	21
gene-M8Y62_06840	CP097651.1	1388388	1388867	+	480	52
gene-M8Y62_06845	CP097651.1	1388845	1389534	+	690	87
gene-M8Y62_06850	CP097651.1	1389531	1390337	+	807	76
gene-M8Y62_06855	CP097651.1	1390327	1391343	+	1017	60
gene-M8Y62_06860	CP097651.1	1391382	1391672	+	291	93
gene-M8Y62_06865	CP097651.1	1391801	1392088	+	288	86
gene-M8Y62_06870	CP097651.1	1392100	1393503	+	1404	285
gene-M8Y62_06875	CP097651.1	1393513	1394352	+	840	101
gene-M8Y62_06880	CP097651.1	1394342	1395529	+	1188	86
gene-M8Y62_06885	CP097651.1	1395729	1396961	+	1233	84
gene-M8Y62_06890	CP097651.1	1396958	1398361	+	1404	113
gene-M8Y62_06895	CP097651.1	1398373	1399734	+	1362	154
gene-M8Y62_06900	CP097651.1	1399755	1400654	+	900	63
gene-M8Y62_06905	CP097651.1	1400664	1401323	+	660	95
gene-M8Y62_06910	CP097651.1	1401335	1401820	+	486	51
gene-M8Y62_06915	CP097651.1	1401866	1402918	+	1053	131
gene-M8Y62_06920	CP097651.1	1402962	1403861	-	900	438
gene-M8Y62_06925	CP097651.1	1403861	1404733	-	873	976
gene-M8Y62_06930	CP097651.1	1404945	1405370	+	426	166
gene-M8Y62_06935	CP097651.1	1405357	1405806	+	450	53
gene-M8Y62_06940	CP097651.1	1405868	1406443	+	576	317
gene-M8Y62_06945	CP097651.1	1406538	1407437	+	900	3691
gene-M8Y62_06955	CP097651.1	1408077	1409093	+	1017	47
gene-M8Y62_06960	CP097651.1	1409093	1409926	+	834	40
gene-M8Y62_06965	CP097651.1	1409926	1410801	+	876	27
gene-M8Y62_06970	CP097651.1	1410791	1411885	+	1095	43
gene-M8Y62_06975	CP097651.1	1412004	1412915	+	912	306
gene-M8Y62_06980	CP097651.1	1412912	1413307	-	396	97
gene-M8Y62_06985	CP097651.1	1413448	1414746	-	1299	114
gene-M8Y62_06990	CP097651.1	1414829	1415695	+	867	196
gene-M8Y62_06995	CP097651.1	1415692	1415931	+	240	29
gene-M8Y62_07000	CP097651.1	1415972	1416481	-	510	4680
gene-M8Y62_07005	CP097651.1	1416524	1418251	-	1728	4916
gene-M8Y62_07010	CP097651.1	1418296	1418553	-	258	1657
gene-M8Y62_07015	CP097651.1	1418934	1419905	-	972	581
gene-M8Y62_07020	CP097651.1	1420083	1420844	-	762	351
gene-M8Y62_07025	CP097651.1	1421075	1422136	+	1062	1658
gene-M8Y62_07030	CP097651.1	1422206	1424221	+	2016	1011
gene-M8Y62_07035	CP097651.1	1424223	1424441	+	219	186
gene-M8Y62_07040	CP097651.1	1424438	1425436	-	999	243
gene-M8Y62_07045	CP097651.1	1425525	1426451	+	927	118
gene-M8Y62_07050	CP097651.1	1426536	1426671	-	136	7
gene-M8Y62_07055	CP097651.1	1426694	1426769	-	76	4
gene-M8Y62_07060	CP097651.1	1426774	1426849	-	76	4
gene-M8Y62_07065	CP097651.1	1426896	1426971	-	76	270
gene-M8Y62_07070	CP097651.1	1427017	1427092	-	76	88
gene-M8Y62_07075	CP097651.1	1427352	1428770	+	1419	974
gene-M8Y62_07080	CP097651.1	1428822	1429214	-	393	264
gene-M8Y62_07085	CP097651.1	1429218	1429571	-	354	216
gene-M8Y62_07090	CP097651.1	1429791	1429866	+	76	3
gene-M8Y62_07095	CP097651.1	1429908	1429983	+	76	0
gene-M8Y62_07100	CP097651.1	1430193	1432364	+	2172	151
gene-M8Y62_07105	CP097651.1	1432413	1433615	-	1203	477
gene-M8Y62_07110	CP097651.1	1433962	1435203	+	1242	258
gene-M8Y62_07115	CP097651.1	1435261	1435620	-	360	4444
gene-M8Y62_07120	CP097651.1	1435751	1436743	-	993	256
gene-M8Y62_07125	CP097651.1	1436924	1438585	+	1662	233
gene-M8Y62_07130	CP097651.1	1438582	1439817	-	1236	211
gene-M8Y62_07135	CP097651.1	1440081	1441046	+	966	402
gene-M8Y62_07140	CP097651.1	1441100	1441837	-	738	79
gene-M8Y62_07145	CP097651.1	1441849	1443546	-	1698	192
gene-M8Y62_07150	CP097651.1	1443545	1443658	+	114	5
gene-M8Y62_07160	CP097651.1	1443929	1445143	+	1215	455
gene-M8Y62_07165	CP097651.1	1445214	1445285	-	72	144
gene-M8Y62_07170	CP097651.1	1445624	1446820	-	1197	54
gene-M8Y62_07175	CP097651.1	1446817	1447275	-	459	3
gene-M8Y62_07180	CP097651.1	1447408	1448316	+	909	26
gene-M8Y62_07185	CP097651.1	1448326	1449207	-	882	18
gene-M8Y62_07190	CP097651.1	1449575	1450057	-	483	45
gene-M8Y62_07195	CP097651.1	1450394	1450594	-	201	211
gene-M8Y62_07200	CP097651.1	1450635	1451294	-	660	8
gene-M8Y62_07205	CP097651.1	1451296	1451514	-	219	8
gene-M8Y62_07210	CP097651.1	1451516	1451734	-	219	3
gene-M8Y62_07215	CP097651.1	1451731	1452900	-	1170	20
gene-M8Y62_07220	CP097651.1	1452897	1453553	-	657	6
gene-M8Y62_07225	CP097651.1	1453550	1453978	-	429	4
gene-M8Y62_07230	CP097651.1	1453975	1454661	-	687	15
gene-M8Y62_07235	CP097651.1	1454654	1455103	-	450	10
gene-M8Y62_07240	CP097651.1	1455270	1456115	-	846	11
gene-M8Y62_07245	CP097651.1	1456131	1456415	-	285	15
gene-M8Y62_07250	CP097651.1	1456504	1456698	-	195	3
gene-M8Y62_07255	CP097651.1	1456691	1456801	-	111	9
gene-M8Y62_07260	CP097651.1	1457705	1458070	-	366	18239
gene-M8Y62_07265	CP097651.1	1458474	1458881	-	408	1738
gene-M8Y62_07275	CP097651.1	1459284	1459511	+	228	34
gene-M8Y62_07280	CP097651.1	1459551	1459871	+	321	57
gene-M8Y62_07285	CP097651.1	1459958	1460104	+	147	7
gene-M8Y62_07290	CP097651.1	1460145	1460996	+	852	54
gene-M8Y62_07295	CP097651.1	1461001	1462416	+	1416	30
gene-M8Y62_07300	CP097651.1	1462416	1462709	+	294	6
gene-M8Y62_07305	CP097651.1	1462706	1463152	+	447	16
gene-M8Y62_07310	CP097651.1	1463259	1463846	+	588	39
gene-M8Y62_07315	CP097651.1	1464019	1464306	+	288	298
gene-M8Y62_07320	CP097651.1	1464306	1464563	+	258	614
gene-M8Y62_07325	CP097651.1	1464763	1465218	+	456	9
gene-M8Y62_07330	CP097651.1	1465218	1465388	+	171	0
gene-M8Y62_07335	CP097651.1	1465381	1465962	+	582	8
gene-M8Y62_07340	CP097651.1	1465959	1466183	+	225	3
gene-M8Y62_07345	CP097651.1	1466180	1466320	+	141	1
gene-M8Y62_07350	CP097651.1	1466320	1467003	+	684	26
gene-M8Y62_07355	CP097651.1	1467431	1467802	-	372	380
gene-M8Y62_07360	CP097651.1	1467804	1468010	-	207	93
gene-M8Y62_07365	CP097651.1	1468130	1468205	+	76	7
gene-M8Y62_07370	CP097651.1	1468483	1468788	+	306	5
gene-M8Y62_07375	CP097651.1	1468775	1469224	+	450	11
gene-M8Y62_07380	CP097651.1	1469238	1469414	+	177	3
gene-M8Y62_07385	CP097651.1	1469482	1469997	+	516	10
gene-M8Y62_07390	CP097651.1	1469997	1471469	+	1473	34
gene-M8Y62_07395	CP097651.1	1471482	1472951	+	1470	52
gene-M8Y62_07400	CP097651.1	1472878	1473882	+	1005	50
gene-M8Y62_07405	CP097651.1	1473879	1474082	-	204	114
gene-M8Y62_07410	CP097651.1	1474133	1475488	+	1356	142
gene-M8Y62_07415	CP097651.1	1475488	1475949	+	462	23
gene-M8Y62_07420	CP097651.1	1475946	1477001	+	1056	95
gene-M8Y62_07425	CP097651.1	1477034	1477291	+	258	13
gene-M8Y62_07430	CP097651.1	1477294	1477674	+	381	18
gene-M8Y62_07435	CP097651.1	1477847	1478209	+	363	20
gene-M8Y62_07440	CP097651.1	1478212	1478637	+	426	36
gene-M8Y62_07445	CP097651.1	1478634	1479026	+	393	39
gene-M8Y62_07450	CP097651.1	1479095	1479847	+	753	47
gene-M8Y62_07455	CP097651.1	1479900	1480577	+	678	29
gene-M8Y62_07460	CP097651.1	1480753	1481508	+	756	25
gene-M8Y62_07465	CP097651.1	1481511	1481765	+	255	20
gene-M8Y62_07470	CP097651.1	1482168	1482506	+	339	181
gene-M8Y62_07475	CP097651.1	1482558	1482992	-	435	98
gene-M8Y62_07480	CP097651.1	1482997	1483245	-	249	38
gene-M8Y62_07485	CP097651.1	1483333	1483494	+	162	28
gene-M8Y62_07490	CP097651.1	1483563	1484504	+	942	47
gene-M8Y62_07495	CP097651.1	1484604	1488140	+	3537	544
gene-M8Y62_07500	CP097651.1	1488181	1488648	+	468	215
gene-M8Y62_07505	CP097651.1	1488767	1489243	+	477	2
gene-M8Y62_07510	CP097651.1	1489243	1489713	+	471	4
gene-M8Y62_07515	CP097651.1	1489710	1490105	+	396	2
gene-M8Y62_07520	CP097651.1	1490092	1492569	+	2478	48
gene-M8Y62_07525	CP097651.1	1492656	1495190	+	2535	714
gene-M8Y62_07530	CP097651.1	1495608	1497095	+	1488	4858
gene-M8Y62_07535	CP097651.1	1497173	1497412	+	240	60
gene-M8Y62_07540	CP097651.1	1497412	1497729	+	318	225
gene-M8Y62_07545	CP097651.1	1497904	1499064	-	1161	339
gene-M8Y62_07550	CP097651.1	1499229	1499300	-	72	67
gene-M8Y62_07555	CP097651.1	1499389	1500318	-	930	409
gene-M8Y62_07560	CP097651.1	1500608	1501369	+	762	738
gene-M8Y62_07565	CP097651.1	1501431	1502753	-	1323	506
gene-M8Y62_07570	CP097651.1	1503127	1503411	+	285	3575
gene-M8Y62_07575	CP097651.1	1503571	1504881	+	1311	1559
gene-M8Y62_07580	CP097651.1	1504881	1507025	+	2145	966
gene-M8Y62_07585	CP097651.1	1507235	1507720	+	486	1171
gene-M8Y62_07590	CP097651.1	1507741	1508292	-	552	304
gene-M8Y62_07595	CP097651.1	1508460	1509392	+	933	398
gene-M8Y62_07600	CP097651.1	1509434	1510519	+	1086	373
gene-M8Y62_07605	CP097651.1	1510522	1511346	+	825	93
gene-M8Y62_07610	CP097651.1	1511346	1512155	+	810	145
gene-M8Y62_07615	CP097651.1	1512155	1512703	+	549	99
gene-M8Y62_07620	CP097651.1	1512735	1513016	+	282	56
gene-M8Y62_07625	CP097651.1	1513078	1515066	-	1989	331
gene-M8Y62_07630	CP097651.1	1515225	1516445	+	1221	788
gene-M8Y62_07635	CP097651.1	1516655	1517830	+	1176	203
gene-M8Y62_07640	CP097651.1	1517917	1518894	-	978	424
gene-M8Y62_07645	CP097651.1	1519005	1520141	+	1137	752
gene-M8Y62_07650	CP097651.1	1520205	1521218	+	1014	595
gene-M8Y62_07655	CP097651.1	1521218	1522030	+	813	545
gene-M8Y62_07660	CP097651.1	1522057	1522716	+	660	706
gene-M8Y62_07665	CP097651.1	1522902	1523822	+	921	1310
gene-M8Y62_07670	CP097651.1	1523898	1525166	+	1269	227
gene-M8Y62_07675	CP097651.1	1525156	1525845	+	690	686
gene-M8Y62_07680	CP097651.1	1526062	1526550	+	489	558
gene-M8Y62_07685	CP097651.1	1526584	1528101	+	1518	537
gene-M8Y62_07690	CP097651.1	1528237	1528806	+	570	98
gene-M8Y62_07695	CP097651.1	1528887	1529048	-	162	28
gene-M8Y62_07700	CP097651.1	1529089	1529871	+	783	185
gene-M8Y62_07705	CP097651.1	1530139	1530921	+	783	284
gene-M8Y62_07710	CP097651.1	1530986	1531672	+	687	33
gene-M8Y62_07715	CP097651.1	1531669	1532385	+	717	45
gene-M8Y62_07720	CP097651.1	1532393	1533166	+	774	77
gene-M8Y62_07725	CP097651.1	1533172	1533699	-	528	76
gene-M8Y62_07730	CP097651.1	1533819	1533935	+	117	5
gene-M8Y62_07735	CP097651.1	1533915	1534808	-	894	442
gene-M8Y62_07740	CP097651.1	1534827	1535189	-	363	178
gene-M8Y62_07745	CP097651.1	1535255	1535884	-	630	94
gene-M8Y62_07750	CP097651.1	1536065	1536703	+	639	186
gene-M8Y62_07755	CP097651.1	1536766	1537317	+	552	123
gene-M8Y62_07760	CP097651.1	1537375	1537926	+	552	299
gene-M8Y62_07765	CP097651.1	1538019	1540166	-	2148	12575
gene-M8Y62_07770	CP097651.1	1540367	1541569	-	1203	5185
gene-M8Y62_07775	CP097651.1	1541907	1542362	+	456	940
gene-M8Y62_07780	CP097651.1	1542450	1542944	+	495	598
gene-M8Y62_07785	CP097651.1	1542956	1543615	+	660	974
gene-M8Y62_07790	CP097651.1	1543692	1545524	+	1833	3471
gene-M8Y62_07795	CP097651.1	1545569	1546168	-	600	642
gene-M8Y62_07800	CP097651.1	1546250	1547467	-	1218	627
gene-M8Y62_07805	CP097651.1	1548340	1549266	+	927	1444
gene-M8Y62_07810	CP097651.1	1549918	1550364	+	447	1424
gene-M8Y62_07815	CP097651.1	1550380	1551054	+	675	1879
gene-M8Y62_07820	CP097651.1	1551141	1552949	+	1809	3110
gene-M8Y62_07825	CP097651.1	1552952	1553452	+	501	827
gene-M8Y62_07830	CP097651.1	1553449	1554786	+	1338	1799
gene-M8Y62_07835	CP097651.1	1554819	1557545	+	2727	3814
gene-M8Y62_07840	CP097651.1	1557542	1558519	+	978	1409
gene-M8Y62_07845	CP097651.1	1558534	1559076	+	543	976
gene-M8Y62_07850	CP097651.1	1559088	1559642	+	555	1108
gene-M8Y62_07855	CP097651.1	1559639	1559941	+	303	814
gene-M8Y62_07860	CP097651.1	1559938	1561779	+	1842	2290
gene-M8Y62_07865	CP097651.1	1561949	1563478	+	1530	1753
gene-M8Y62_07870	CP097651.1	1563485	1564942	+	1458	1311
gene-M8Y62_07875	CP097651.1	1564997	1565917	-	921	203
gene-M8Y62_07880	CP097651.1	1565975	1566436	+	462	79
gene-M8Y62_07885	CP097651.1	1566572	1567861	+	1290	213
gene-M8Y62_07890	CP097651.1	1567944	1569614	+	1671	2059
gene-M8Y62_07895	CP097651.1	1569611	1570369	+	759	484
gene-M8Y62_07900	CP097651.1	1570384	1571241	+	858	2228
gene-M8Y62_07905	CP097651.1	1571241	1572206	+	966	1247
gene-M8Y62_07910	CP097651.1	1572203	1573579	+	1377	1127
gene-M8Y62_07915	CP097651.1	1573635	1574060	-	426	371
gene-M8Y62_07920	CP097651.1	1574198	1575175	+	978	535
gene-M8Y62_07925	CP097651.1	1575450	1575992	+	543	297
gene-M8Y62_07930	CP097651.1	1576095	1577291	+	1197	235
