# Program:featureCounts v2.0.8; Command:"featureCounts" "-T" "4" "-p" "-t" "gene" "-g" "ID" "-a" "reference/annotation/NK01067.gff" "-o" "results/counts_SRR35308233.txt" "results/alignment/SRR35308233.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	results/alignment/SRR35308233.sorted.bam
gene-M8Y62_06645	CP097651.1	1342992	1344170	-	1179	27
gene-M8Y62_06650	CP097651.1	1344464	1345696	-	1233	124
gene-M8Y62_06655	CP097651.1	1345770	1346681	+	912	267
gene-M8Y62_06660	CP097651.1	1346778	1346951	-	174	163
gene-M8Y62_06665	CP097651.1	1347322	1349550	+	2229	430
gene-M8Y62_06670	CP097651.1	1349604	1351136	-	1533	1612
gene-M8Y62_06675	CP097651.1	1351140	1353200	-	2061	4077
gene-M8Y62_06680	CP097651.1	1353381	1354022	-	642	197
gene-M8Y62_06685	CP097651.1	1354019	1355056	-	1038	365
gene-M8Y62_06690	CP097651.1	1355320	1356213	+	894	1601
gene-M8Y62_06695	CP097651.1	1356223	1357656	+	1434	2084
gene-M8Y62_06700	CP097651.1	1357874	1358500	+	627	812
gene-M8Y62_06705	CP097651.1	1358596	1359882	+	1287	327
gene-M8Y62_06710	CP097651.1	1359981	1360682	+	702	1091
gene-M8Y62_06715	CP097651.1	1360679	1361602	-	924	257
gene-M8Y62_06720	CP097651.1	1361731	1362090	-	360	860
gene-M8Y62_06725	CP097651.1	1362100	1363563	-	1464	2999
gene-M8Y62_06730	CP097651.1	1363615	1363731	+	117	9
gene-M8Y62_06735	CP097651.1	1363786	1364847	+	1062	824
gene-M8Y62_06740	CP097651.1	1364908	1365378	-	471	2181
gene-M8Y62_06745	CP097651.1	1365382	1365948	-	567	2243
gene-M8Y62_06750	CP097651.1	1366102	1366980	+	879	6519
gene-M8Y62_06755	CP097651.1	1366997	1368031	+	1035	7796
gene-M8Y62_06760	CP097651.1	1368248	1368961	+	714	3084
gene-M8Y62_06765	CP097651.1	1369081	1369956	+	876	1248
gene-M8Y62_06770	CP097651.1	1369966	1371969	+	2004	1024
gene-M8Y62_06775	CP097651.1	1372046	1372741	+	696	432
gene-M8Y62_06780	CP097651.1	1372790	1372993	-	204	412
gene-M8Y62_06785	CP097651.1	1373020	1374147	-	1128	946
gene-M8Y62_06790	CP097651.1	1374151	1374504	-	354	149
gene-M8Y62_06795	CP097651.1	1374870	1374929	+	60	146
gene-M8Y62_06800	CP097651.1	1375057	1378170	-	3114	732
gene-M8Y62_06805	CP097651.1	1378543	1380525	+	1983	1106
gene-M8Y62_06810	CP097651.1	1380584	1381180	+	597	270
gene-M8Y62_06815	CP097651.1	1381244	1382290	+	1047	520
gene-M8Y62_06820	CP097651.1	1382280	1384274	-	1995	1119
gene-M8Y62_06825	CP097651.1	1384291	1385247	-	957	594
gene-M8Y62_06830	CP097651.1	1385542	1387821	+	2280	12457
gene-M8Y62_06835	CP097651.1	1388040	1388375	+	336	45
gene-M8Y62_06840	CP097651.1	1388388	1388867	+	480	101
gene-M8Y62_06845	CP097651.1	1388845	1389534	+	690	150
gene-M8Y62_06850	CP097651.1	1389531	1390337	+	807	138
gene-M8Y62_06855	CP097651.1	1390327	1391343	+	1017	96
gene-M8Y62_06860	CP097651.1	1391382	1391672	+	291	175
gene-M8Y62_06865	CP097651.1	1391801	1392088	+	288	151
gene-M8Y62_06870	CP097651.1	1392100	1393503	+	1404	557
gene-M8Y62_06875	CP097651.1	1393513	1394352	+	840	181
gene-M8Y62_06880	CP097651.1	1394342	1395529	+	1188	151
gene-M8Y62_06885	CP097651.1	1395729	1396961	+	1233	172
gene-M8Y62_06890	CP097651.1	1396958	1398361	+	1404	215
gene-M8Y62_06895	CP097651.1	1398373	1399734	+	1362	299
gene-M8Y62_06900	CP097651.1	1399755	1400654	+	900	121
gene-M8Y62_06905	CP097651.1	1400664	1401323	+	660	185
gene-M8Y62_06910	CP097651.1	1401335	1401820	+	486	95
gene-M8Y62_06915	CP097651.1	1401866	1402918	+	1053	252
gene-M8Y62_06920	CP097651.1	1402962	1403861	-	900	837
gene-M8Y62_06925	CP097651.1	1403861	1404733	-	873	1891
gene-M8Y62_06930	CP097651.1	1404945	1405370	+	426	284
gene-M8Y62_06935	CP097651.1	1405357	1405806	+	450	85
gene-M8Y62_06940	CP097651.1	1405868	1406443	+	576	672
gene-M8Y62_06945	CP097651.1	1406538	1407437	+	900	7345
gene-M8Y62_06955	CP097651.1	1408077	1409093	+	1017	88
gene-M8Y62_06960	CP097651.1	1409093	1409926	+	834	71
gene-M8Y62_06965	CP097651.1	1409926	1410801	+	876	46
gene-M8Y62_06970	CP097651.1	1410791	1411885	+	1095	80
gene-M8Y62_06975	CP097651.1	1412004	1412915	+	912	597
gene-M8Y62_06980	CP097651.1	1412912	1413307	-	396	190
gene-M8Y62_06985	CP097651.1	1413448	1414746	-	1299	236
gene-M8Y62_06990	CP097651.1	1414829	1415695	+	867	373
gene-M8Y62_06995	CP097651.1	1415692	1415931	+	240	42
gene-M8Y62_07000	CP097651.1	1415972	1416481	-	510	9485
gene-M8Y62_07005	CP097651.1	1416524	1418251	-	1728	9873
gene-M8Y62_07010	CP097651.1	1418296	1418553	-	258	2889
gene-M8Y62_07015	CP097651.1	1418934	1419905	-	972	1101
gene-M8Y62_07020	CP097651.1	1420083	1420844	-	762	697
gene-M8Y62_07025	CP097651.1	1421075	1422136	+	1062	3296
gene-M8Y62_07030	CP097651.1	1422206	1424221	+	2016	1955
gene-M8Y62_07035	CP097651.1	1424223	1424441	+	219	235
gene-M8Y62_07040	CP097651.1	1424438	1425436	-	999	498
gene-M8Y62_07045	CP097651.1	1425525	1426451	+	927	261
gene-M8Y62_07050	CP097651.1	1426536	1426671	-	136	11
gene-M8Y62_07055	CP097651.1	1426694	1426769	-	76	3
gene-M8Y62_07060	CP097651.1	1426774	1426849	-	76	21
gene-M8Y62_07065	CP097651.1	1426896	1426971	-	76	453
gene-M8Y62_07070	CP097651.1	1427017	1427092	-	76	227
gene-M8Y62_07075	CP097651.1	1427352	1428770	+	1419	1934
gene-M8Y62_07080	CP097651.1	1428822	1429214	-	393	500
gene-M8Y62_07085	CP097651.1	1429218	1429571	-	354	390
gene-M8Y62_07090	CP097651.1	1429791	1429866	+	76	12
gene-M8Y62_07095	CP097651.1	1429908	1429983	+	76	6
gene-M8Y62_07100	CP097651.1	1430193	1432364	+	2172	302
gene-M8Y62_07105	CP097651.1	1432413	1433615	-	1203	950
gene-M8Y62_07110	CP097651.1	1433962	1435203	+	1242	507
gene-M8Y62_07115	CP097651.1	1435261	1435620	-	360	8885
gene-M8Y62_07120	CP097651.1	1435751	1436743	-	993	522
gene-M8Y62_07125	CP097651.1	1436924	1438585	+	1662	462
gene-M8Y62_07130	CP097651.1	1438582	1439817	-	1236	400
gene-M8Y62_07135	CP097651.1	1440081	1441046	+	966	798
gene-M8Y62_07140	CP097651.1	1441100	1441837	-	738	148
gene-M8Y62_07145	CP097651.1	1441849	1443546	-	1698	381
gene-M8Y62_07150	CP097651.1	1443545	1443658	+	114	8
gene-M8Y62_07160	CP097651.1	1443929	1445143	+	1215	893
gene-M8Y62_07165	CP097651.1	1445214	1445285	-	72	278
gene-M8Y62_07170	CP097651.1	1445624	1446820	-	1197	103
gene-M8Y62_07175	CP097651.1	1446817	1447275	-	459	7
gene-M8Y62_07180	CP097651.1	1447408	1448316	+	909	53
gene-M8Y62_07185	CP097651.1	1448326	1449207	-	882	34
gene-M8Y62_07190	CP097651.1	1449575	1450057	-	483	87
gene-M8Y62_07195	CP097651.1	1450394	1450594	-	201	410
gene-M8Y62_07200	CP097651.1	1450635	1451294	-	660	14
gene-M8Y62_07205	CP097651.1	1451296	1451514	-	219	11
gene-M8Y62_07210	CP097651.1	1451516	1451734	-	219	3
gene-M8Y62_07215	CP097651.1	1451731	1452900	-	1170	38
gene-M8Y62_07220	CP097651.1	1452897	1453553	-	657	10
gene-M8Y62_07225	CP097651.1	1453550	1453978	-	429	6
gene-M8Y62_07230	CP097651.1	1453975	1454661	-	687	27
gene-M8Y62_07235	CP097651.1	1454654	1455103	-	450	19
gene-M8Y62_07240	CP097651.1	1455270	1456115	-	846	22
gene-M8Y62_07245	CP097651.1	1456131	1456415	-	285	25
gene-M8Y62_07250	CP097651.1	1456504	1456698	-	195	7
gene-M8Y62_07255	CP097651.1	1456691	1456801	-	111	16
gene-M8Y62_07260	CP097651.1	1457705	1458070	-	366	35017
gene-M8Y62_07265	CP097651.1	1458474	1458881	-	408	2837
gene-M8Y62_07275	CP097651.1	1459284	1459511	+	228	64
gene-M8Y62_07280	CP097651.1	1459551	1459871	+	321	108
gene-M8Y62_07285	CP097651.1	1459958	1460104	+	147	11
gene-M8Y62_07290	CP097651.1	1460145	1460996	+	852	102
gene-M8Y62_07295	CP097651.1	1461001	1462416	+	1416	65
gene-M8Y62_07300	CP097651.1	1462416	1462709	+	294	11
gene-M8Y62_07305	CP097651.1	1462706	1463152	+	447	32
gene-M8Y62_07310	CP097651.1	1463259	1463846	+	588	76
gene-M8Y62_07315	CP097651.1	1464019	1464306	+	288	557
gene-M8Y62_07320	CP097651.1	1464306	1464563	+	258	1014
gene-M8Y62_07325	CP097651.1	1464763	1465218	+	456	19
gene-M8Y62_07330	CP097651.1	1465218	1465388	+	171	0
gene-M8Y62_07335	CP097651.1	1465381	1465962	+	582	15
gene-M8Y62_07340	CP097651.1	1465959	1466183	+	225	1
gene-M8Y62_07345	CP097651.1	1466180	1466320	+	141	0
gene-M8Y62_07350	CP097651.1	1466320	1467003	+	684	46
gene-M8Y62_07355	CP097651.1	1467431	1467802	-	372	684
gene-M8Y62_07360	CP097651.1	1467804	1468010	-	207	175
gene-M8Y62_07365	CP097651.1	1468130	1468205	+	76	21
gene-M8Y62_07370	CP097651.1	1468483	1468788	+	306	11
gene-M8Y62_07375	CP097651.1	1468775	1469224	+	450	17
gene-M8Y62_07380	CP097651.1	1469238	1469414	+	177	5
gene-M8Y62_07385	CP097651.1	1469482	1469997	+	516	15
gene-M8Y62_07390	CP097651.1	1469997	1471469	+	1473	63
gene-M8Y62_07395	CP097651.1	1471482	1472951	+	1470	100
gene-M8Y62_07400	CP097651.1	1472878	1473882	+	1005	92
gene-M8Y62_07405	CP097651.1	1473879	1474082	-	204	196
gene-M8Y62_07410	CP097651.1	1474133	1475488	+	1356	293
gene-M8Y62_07415	CP097651.1	1475488	1475949	+	462	39
gene-M8Y62_07420	CP097651.1	1475946	1477001	+	1056	180
gene-M8Y62_07425	CP097651.1	1477034	1477291	+	258	23
gene-M8Y62_07430	CP097651.1	1477294	1477674	+	381	34
gene-M8Y62_07435	CP097651.1	1477847	1478209	+	363	42
gene-M8Y62_07440	CP097651.1	1478212	1478637	+	426	62
gene-M8Y62_07445	CP097651.1	1478634	1479026	+	393	58
gene-M8Y62_07450	CP097651.1	1479095	1479847	+	753	93
gene-M8Y62_07455	CP097651.1	1479900	1480577	+	678	57
gene-M8Y62_07460	CP097651.1	1480753	1481508	+	756	46
gene-M8Y62_07465	CP097651.1	1481511	1481765	+	255	28
gene-M8Y62_07470	CP097651.1	1482168	1482506	+	339	328
gene-M8Y62_07475	CP097651.1	1482558	1482992	-	435	172
gene-M8Y62_07480	CP097651.1	1482997	1483245	-	249	74
gene-M8Y62_07485	CP097651.1	1483333	1483494	+	162	57
gene-M8Y62_07490	CP097651.1	1483563	1484504	+	942	95
gene-M8Y62_07495	CP097651.1	1484604	1488140	+	3537	1083
gene-M8Y62_07500	CP097651.1	1488181	1488648	+	468	426
gene-M8Y62_07505	CP097651.1	1488767	1489243	+	477	5
gene-M8Y62_07510	CP097651.1	1489243	1489713	+	471	8
gene-M8Y62_07515	CP097651.1	1489710	1490105	+	396	4
gene-M8Y62_07520	CP097651.1	1490092	1492569	+	2478	95
gene-M8Y62_07525	CP097651.1	1492656	1495190	+	2535	1349
gene-M8Y62_07530	CP097651.1	1495608	1497095	+	1488	8897
gene-M8Y62_07535	CP097651.1	1497173	1497412	+	240	98
gene-M8Y62_07540	CP097651.1	1497412	1497729	+	318	415
gene-M8Y62_07545	CP097651.1	1497904	1499064	-	1161	718
gene-M8Y62_07550	CP097651.1	1499229	1499300	-	72	143
gene-M8Y62_07555	CP097651.1	1499389	1500318	-	930	819
gene-M8Y62_07560	CP097651.1	1500608	1501369	+	762	1469
gene-M8Y62_07565	CP097651.1	1501431	1502753	-	1323	1000
gene-M8Y62_07570	CP097651.1	1503127	1503411	+	285	7156
gene-M8Y62_07575	CP097651.1	1503571	1504881	+	1311	3128
gene-M8Y62_07580	CP097651.1	1504881	1507025	+	2145	1901
gene-M8Y62_07585	CP097651.1	1507235	1507720	+	486	2088
gene-M8Y62_07590	CP097651.1	1507741	1508292	-	552	604
gene-M8Y62_07595	CP097651.1	1508460	1509392	+	933	787
gene-M8Y62_07600	CP097651.1	1509434	1510519	+	1086	701
gene-M8Y62_07605	CP097651.1	1510522	1511346	+	825	181
gene-M8Y62_07610	CP097651.1	1511346	1512155	+	810	246
gene-M8Y62_07615	CP097651.1	1512155	1512703	+	549	184
gene-M8Y62_07620	CP097651.1	1512735	1513016	+	282	96
gene-M8Y62_07625	CP097651.1	1513078	1515066	-	1989	663
gene-M8Y62_07630	CP097651.1	1515225	1516445	+	1221	1577
gene-M8Y62_07635	CP097651.1	1516655	1517830	+	1176	410
gene-M8Y62_07640	CP097651.1	1517917	1518894	-	978	845
gene-M8Y62_07645	CP097651.1	1519005	1520141	+	1137	1487
gene-M8Y62_07650	CP097651.1	1520205	1521218	+	1014	1165
gene-M8Y62_07655	CP097651.1	1521218	1522030	+	813	1042
gene-M8Y62_07660	CP097651.1	1522057	1522716	+	660	1332
gene-M8Y62_07665	CP097651.1	1522902	1523822	+	921	2654
gene-M8Y62_07670	CP097651.1	1523898	1525166	+	1269	428
gene-M8Y62_07675	CP097651.1	1525156	1525845	+	690	1178
gene-M8Y62_07680	CP097651.1	1526062	1526550	+	489	1111
gene-M8Y62_07685	CP097651.1	1526584	1528101	+	1518	1087
gene-M8Y62_07690	CP097651.1	1528237	1528806	+	570	203
gene-M8Y62_07695	CP097651.1	1528887	1529048	-	162	47
gene-M8Y62_07700	CP097651.1	1529089	1529871	+	783	348
gene-M8Y62_07705	CP097651.1	1530139	1530921	+	783	558
gene-M8Y62_07710	CP097651.1	1530986	1531672	+	687	63
gene-M8Y62_07715	CP097651.1	1531669	1532385	+	717	81
gene-M8Y62_07720	CP097651.1	1532393	1533166	+	774	147
gene-M8Y62_07725	CP097651.1	1533172	1533699	-	528	145
gene-M8Y62_07730	CP097651.1	1533819	1533935	+	117	8
gene-M8Y62_07735	CP097651.1	1533915	1534808	-	894	816
gene-M8Y62_07740	CP097651.1	1534827	1535189	-	363	338
gene-M8Y62_07745	CP097651.1	1535255	1535884	-	630	181
gene-M8Y62_07750	CP097651.1	1536065	1536703	+	639	373
gene-M8Y62_07755	CP097651.1	1536766	1537317	+	552	230
gene-M8Y62_07760	CP097651.1	1537375	1537926	+	552	606
gene-M8Y62_07765	CP097651.1	1538019	1540166	-	2148	24495
gene-M8Y62_07770	CP097651.1	1540367	1541569	-	1203	10552
gene-M8Y62_07775	CP097651.1	1541907	1542362	+	456	1816
gene-M8Y62_07780	CP097651.1	1542450	1542944	+	495	1125
gene-M8Y62_07785	CP097651.1	1542956	1543615	+	660	1887
gene-M8Y62_07790	CP097651.1	1543692	1545524	+	1833	6892
gene-M8Y62_07795	CP097651.1	1545569	1546168	-	600	1253
gene-M8Y62_07800	CP097651.1	1546250	1547467	-	1218	1241
gene-M8Y62_07805	CP097651.1	1548340	1549266	+	927	2775
gene-M8Y62_07810	CP097651.1	1549918	1550364	+	447	2671
gene-M8Y62_07815	CP097651.1	1550380	1551054	+	675	3512
gene-M8Y62_07820	CP097651.1	1551141	1552949	+	1809	6055
gene-M8Y62_07825	CP097651.1	1552952	1553452	+	501	1492
gene-M8Y62_07830	CP097651.1	1553449	1554786	+	1338	3402
gene-M8Y62_07835	CP097651.1	1554819	1557545	+	2727	7500
gene-M8Y62_07840	CP097651.1	1557542	1558519	+	978	2638
gene-M8Y62_07845	CP097651.1	1558534	1559076	+	543	1766
gene-M8Y62_07850	CP097651.1	1559088	1559642	+	555	1991
gene-M8Y62_07855	CP097651.1	1559639	1559941	+	303	1235
gene-M8Y62_07860	CP097651.1	1559938	1561779	+	1842	4551
gene-M8Y62_07865	CP097651.1	1561949	1563478	+	1530	3392
gene-M8Y62_07870	CP097651.1	1563485	1564942	+	1458	2611
gene-M8Y62_07875	CP097651.1	1564997	1565917	-	921	403
gene-M8Y62_07880	CP097651.1	1565975	1566436	+	462	118
gene-M8Y62_07885	CP097651.1	1566572	1567861	+	1290	428
gene-M8Y62_07890	CP097651.1	1567944	1569614	+	1671	4014
gene-M8Y62_07895	CP097651.1	1569611	1570369	+	759	872
gene-M8Y62_07900	CP097651.1	1570384	1571241	+	858	4127
gene-M8Y62_07905	CP097651.1	1571241	1572206	+	966	2356
gene-M8Y62_07910	CP097651.1	1572203	1573579	+	1377	2220
gene-M8Y62_07915	CP097651.1	1573635	1574060	-	426	706
gene-M8Y62_07920	CP097651.1	1574198	1575175	+	978	1095
gene-M8Y62_07925	CP097651.1	1575450	1575992	+	543	586
gene-M8Y62_07930	CP097651.1	1576095	1577291	+	1197	471
gene-M8Y62_07935	CP097651.1	1577496	1578281	+	786	80
gene-M8Y62_07940	CP097651.1	1578292	1579497	+	1206	249
gene-M8Y62_07945	CP097651.1	1579540	1580829	+	1290	305
gene-M8Y62_07950	CP097651.1	1580844	1581647	+	804	584
gene-M8Y62_07955	CP097651.1	1581669	1582847	-	1179	3044
gene-M8Y62_07960	CP097651.1	1582844	1584103	-	1260	2274
gene-M8Y62_07965	CP097651.1	1584093	1585715	-	1623	6773
gene-M8Y62_07970	CP097651.1	1585987	1587333	+	1347	7592
gene-M8Y62_07975	CP097651.1	1587343	1588413	+	1071	4472
gene-M8Y62_07980	CP097651.1	1588878	1589132	-	255	239
gene-M8Y62_07985	CP097651.1	1589132	1590262	-	1131	1320
gene-M8Y62_07990	CP097651.1	1590364	1592649	-	2286	2138
gene-M8Y62_07995	CP097651.1	1592994	1593722	-	729	698
gene-M8Y62_08000	CP097651.1	1593869	1596502	+	2634	11515
gene-M8Y62_08005	CP097651.1	1596634	1599474	+	2841	773
gene-M8Y62_08010	CP097651.1	1599520	1600170	-	651	4731
gene-M8Y62_08015	CP097651.1	1600186	1602843	-	2658	4482
gene-M8Y62_08020	CP097651.1	1603615	1604712	+	1098	70860
gene-M8Y62_08025	CP097651.1	1604816	1605868	+	1053	817
gene-M8Y62_08030	CP097651.1	1605942	1607006	+	1065	742
gene-M8Y62_08035	CP097651.1	1607006	1607659	+	654	191
gene-M8Y62_08040	CP097651.1	1607734	1609377	+	1644	271
gene-M8Y62_08045	CP097651.1	1609526	1610962	+	1437	573
gene-M8Y62_08050	CP097651.1	1610925	1612085	-	1161	385
gene-M8Y62_08055	CP097651.1	1612445	1614079	+	1635	3396
gene-M8Y62_08060	CP097651.1	1614146	1614637	-	492	43985
gene-M8Y62_08065	CP097651.1	1614812	1615921	-	1110	546
gene-M8Y62_08070	CP097651.1	1616106	1616182	-	77	131
gene-M8Y62_08075	CP097651.1	1616259	1618019	-	1761	1560
gene-M8Y62_08080	CP097651.1	1618038	1618265	-	228	487
gene-M8Y62_08085	CP097651.1	1618452	1619459	+	1008	398
gene-M8Y62_08090	CP097651.1	1619479	1620240	-	762	336
gene-M8Y62_08095	CP097651.1	1620323	1620919	+	597	209
gene-M8Y62_08100	CP097651.1	1620938	1622224	-	1287	244
gene-M8Y62_08105	CP097651.1	1622329	1623216	+	888	154
gene-M8Y62_08110	CP097651.1	1623275	1623559	-	285	4520
gene-M8Y62_08115	CP097651.1	1623696	1625453	-	1758	640
gene-M8Y62_08120	CP097651.1	1625601	1626320	+	720	489
gene-M8Y62_08125	CP097651.1	1626317	1627513	+	1197	496
gene-M8Y62_08130	CP097651.1	1627845	1628189	+	345	5080
gene-M8Y62_08135	CP097651.1	1628193	1629782	-	1590	702
gene-M8Y62_08140	CP097651.1	1629784	1630809	-	1026	207
gene-M8Y62_08145	CP097651.1	1630809	1631903	-	1095	198
gene-M8Y62_08150	CP097651.1	1631913	1633718	-	1806	609
gene-M8Y62_08155	CP097651.1	1633787	1635349	-	1563	281
gene-M8Y62_08160	CP097651.1	1635538	1636107	-	570	1338
gene-M8Y62_08165	CP097651.1	1636534	1637247	-	714	453
gene-M8Y62_08170	CP097651.1	1637285	1638262	-	978	691
gene-M8Y62_08175	CP097651.1	1638383	1639849	-	1467	932
gene-M8Y62_08180	CP097651.1	1640057	1641247	+	1191	7329
gene-M8Y62_08185	CP097651.1	1641318	1641890	-	573	580
gene-M8Y62_08190	CP097651.1	1642038	1642292	+	255	61
gene-M8Y62_08195	CP097651.1	1642332	1643513	-	1182	233
gene-M8Y62_08200	CP097651.1	1643850	1644980	+	1131	442
gene-M8Y62_08205	CP097651.1	1644981	1645919	+	939	594
gene-M8Y62_08210	CP097651.1	1645936	1647630	+	1695	1052
gene-M8Y62_08215	CP097651.1	1647681	1648535	-	855	531
gene-M8Y62_08220	CP097651.1	1648607	1649656	-	1050	485
gene-M8Y62_08225	CP097651.1	1649922	1650788	+	867	1412
gene-M8Y62_08230	CP097651.1	1650967	1652436	+	1470	1828
gene-M8Y62_08235	CP097651.1	1652935	1654908	+	1974	180
gene-M8Y62_08240	CP097651.1	1654979	1655812	-	834	411
gene-M8Y62_08245	CP097651.1	1656173	1656841	+	669	2426
gene-M8Y62_08250	CP097651.1	1656857	1658014	+	1158	83
gene-M8Y62_08255	CP097651.1	1658170	1659192	+	1023	89
gene-M8Y62_08260	CP097651.1	1659489	1660487	+	999	689
gene-M8Y62_08265	CP097651.1	1660606	1662126	+	1521	215
gene-M8Y62_08270	CP097651.1	1662142	1663152	+	1011	258
gene-M8Y62_08275	CP097651.1	1663223	1663939	-	717	926
gene-M8Y62_08280	CP097651.1	1664215	1665099	-	885	521
gene-M8Y62_08285	CP097651.1	1665227	1665922	-	696	708
gene-M8Y62_08290	CP097651.1	1665919	1666317	-	399	313
gene-M8Y62_08295	CP097651.1	1666675	1667607	+	933	127
gene-M8Y62_08300	CP097651.1	1667965	1669329	+	1365	112
gene-M8Y62_08305	CP097651.1	1669485	1670318	+	834	624
gene-M8Y62_08315	CP097651.1	1672339	1673733	+	1395	2035
gene-M8Y62_08320	CP097651.1	1674002	1675441	+	1440	647
gene-M8Y62_08325	CP097651.1	1675475	1676044	-	570	715
gene-M8Y62_08330	CP097651.1	1676199	1676786	+	588	217
gene-M8Y62_08335	CP097651.1	1676975	1677925	+	951	884
gene-M8Y62_08340	CP097651.1	1678267	1678821	-	555	621
gene-M8Y62_08345	CP097651.1	1678907	1680652	-	1746	7362
gene-M8Y62_08350	CP097651.1	1680847	1683144	+	2298	1178
gene-M8Y62_08355	CP097651.1	1683281	1684198	+	918	780
gene-M8Y62_08360	CP097651.1	1684206	1685363	+	1158	242
gene-M8Y62_08365	CP097651.1	1685356	1686303	+	948	628
gene-M8Y62_08370	CP097651.1	1686287	1687024	+	738	723
gene-M8Y62_08375	CP097651.1	1686999	1687112	-	114	53
gene-M8Y62_08380	CP097651.1	1687342	1689030	+	1689	1790
gene-M8Y62_08385	CP097651.1	1689024	1689743	+	720	400
gene-M8Y62_08390	CP097651.1	1689791	1690261	+	471	767
gene-M8Y62_08395	CP097651.1	1690376	1692409	-	2034	2076
gene-M8Y62_08400	CP097651.1	1692563	1693672	+	1110	2014
gene-M8Y62_08405	CP097651.1	1693669	1694130	-	462	182
gene-M8Y62_08410	CP097651.1	1694105	1694422	-	318	324
gene-M8Y62_08415	CP097651.1	1694606	1695505	+	900	277
gene-M8Y62_08420	CP097651.1	1695495	1696838	-	1344	209
gene-M8Y62_08425	CP097651.1	1696841	1698652	-	1812	96
gene-M8Y62_08430	CP097651.1	1698773	1699699	+	927	196
gene-M8Y62_08435	CP097651.1	1699782	1701758	-	1977	83
gene-M8Y62_08440	CP097651.1	1701962	1702597	+	636	45
gene-M8Y62_08450	CP097651.1	1703788	1704180	-	393	17
gene-M8Y62_08455	CP097651.1	1704553	1705488	-	936	269
gene-M8Y62_08460	CP097651.1	1706644	1707417	+	774	1013
gene-M8Y62_08465	CP097651.1	1707414	1708214	+	801	359
gene-M8Y62_08470	CP097651.1	1708362	1709414	+	1053	1488
gene-M8Y62_08475	CP097651.1	1709473	1710756	-	1284	676
gene-M8Y62_08480	CP097651.1	1710838	1712445	-	1608	585
gene-M8Y62_08485	CP097651.1	1712472	1713221	-	750	144
gene-M8Y62_08490	CP097651.1	1713476	1714477	+	1002	202
gene-M8Y62_08495	CP097651.1	1714500	1715441	-	942	203
gene-M8Y62_08500	CP097651.1	1715648	1717015	+	1368	67
gene-M8Y62_08505	CP097651.1	1717025	1718488	+	1464	58
gene-M8Y62_08510	CP097651.1	1718559	1719836	+	1278	56
gene-M8Y62_08515	CP097651.1	1719885	1720547	+	663	52
gene-M8Y62_08520	CP097651.1	1720845	1721999	+	1155	155
gene-M8Y62_08525	CP097651.1	1722119	1723741	+	1623	50
gene-M8Y62_08530	CP097651.1	1723738	1724775	+	1038	41
gene-M8Y62_08535	CP097651.1	1724772	1725677	+	906	31
gene-M8Y62_08540	CP097651.1	1725649	1726512	+	864	77
gene-M8Y62_08545	CP097651.1	1726523	1727296	+	774	90
gene-M8Y62_08550	CP097651.1	1727537	1728433	-	897	426
gene-M8Y62_08555	CP097651.1	1728676	1730037	-	1362	709
gene-M8Y62_08560	CP097651.1	1730356	1731078	-	723	334
gene-M8Y62_08565	CP097651.1	1731075	1732553	-	1479	198
gene-M8Y62_08570	CP097651.1	1732550	1733965	-	1416	140
gene-M8Y62_08575	CP097651.1	1733967	1737044	-	3078	457
gene-M8Y62_08580	CP097651.1	1737045	1740167	-	3123	394
gene-M8Y62_08585	CP097651.1	1740167	1741405	-	1239	248
gene-M8Y62_08590	CP097651.1	1741748	1742980	+	1233	47
gene-M8Y62_08595	CP097651.1	1743254	1743865	-	612	37
gene-M8Y62_08600	CP097651.1	1744009	1744089	-	81	11
gene-M8Y62_08605	CP097651.1	1744359	1745060	-	702	60
gene-M8Y62_08610	CP097651.1	1745075	1746931	-	1857	123
gene-M8Y62_08615	CP097651.1	1747221	1748573	-	1353	149
gene-M8Y62_08620	CP097651.1	1748711	1749559	+	849	156
gene-M8Y62_08625	CP097651.1	1749674	1750315	+	642	339
gene-M8Y62_08630	CP097651.1	1750406	1750987	+	582	681
gene-M8Y62_08635	CP097651.1	1751018	1752865	+	1848	830
gene-M8Y62_08640	CP097651.1	1753505	1755088	-	1584	1214
gene-M8Y62_08650	CP097651.1	1757137	1757766	+	630	1247
gene-M8Y62_08655	CP097651.1	1758726	1760159	+	1434	8576
gene-M8Y62_08660	CP097651.1	1760302	1761435	+	1134	3020
gene-M8Y62_08665	CP097651.1	1761440	1761874	+	435	294
gene-M8Y62_08670	CP097651.1	1761888	1764041	+	2154	6068
gene-M8Y62_08675	CP097651.1	1764109	1765419	+	1311	1187
gene-M8Y62_08680	CP097651.1	1765421	1766491	+	1071	915
gene-M8Y62_08685	CP097651.1	1766523	1767749	+	1227	1299
gene-M8Y62_08690	CP097651.1	1767783	1768883	+	1101	2375
gene-M8Y62_08695	CP097651.1	1768864	1769376	+	513	2205
gene-M8Y62_08700	CP097651.1	1769400	1770524	+	1125	6222
gene-M8Y62_08705	CP097651.1	1770529	1771497	+	969	2349
gene-M8Y62_08710	CP097651.1	1771499	1771957	+	459	726
gene-M8Y62_08715	CP097651.1	1771969	1773183	+	1215	6436
gene-M8Y62_08720	CP097651.1	1773485	1774888	+	1404	1653
